message_id,text,category,urgency,source
MSG-2067,"Sharing updates from local news about the riverside colony, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-2169,Water levels low at the community tank near the riverside colony.,Water,Medium,synthetic
MSG-1046,"Minor waterlogging near Indiranagar, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1321,"Building on fire at Anekal, multiple people including a disabled person inside.",Fire,Critical,synthetic
MSG-1120,"Building on fire at Jayanagar, multiple people including elderly people inside.",Fire,Critical,synthetic
MSG-1933,"Smell of smoke near Mysore Road, not sure of source yet.",Fire,Medium,synthetic
MSG-1146,"Building on fire at Marathahalli, multiple people including an infant inside.",Fire,Critical,synthetic
MSG-1444,"No clean drinking water near the old bus stand area, people falling sick.",Water,Low,synthetic
MSG-1544,"Small electrical fire near Mysore Road, under control but need fire dept.",Fire,Medium,synthetic
MSG-1728,"Someone collapsed near Anekal, breathing heavily, please send an ambulance.",Medical,Medium,synthetic
MSG-1325,No food available for pregnant women near Anekal for two days now.,Food,Medium,synthetic
MSG-1092,"Power lines down near Indiranagar, risk of electrocution.",Infrastructure,High,synthetic
MSG-1939,"Families displaced near Marathahalli, looking for temporary shelter.",Shelter,High,synthetic
MSG-1480,Our street is flooded and a disabled person need rescue near the highway bridge area.,Flood/Rescue,Critical,synthetic
MSG-2100,"Water level rising fast near Whitefield, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-1348,"Homes damaged near Whitefield, an infant need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-2129,"Homes damaged near Hebbal, senior citizens need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-2157,Our street is flooded and senior citizens need rescue near Koramangala.,Flood/Rescue,High,synthetic
MSG-1174,"Elderly person with chest pain at the government school, needs urgent medical attention.",Medical,Medium,synthetic
MSG-2065,Thank you to the volunteers who helped near Electronic City yesterday.,Other/Irrelevant,Medium,synthetic
MSG-1184,Water levels low at the community tank near Koramangala.,Water,Low,synthetic
MSG-1595,"Elderly person with chest pain at Yelahanka, needs urgent medical attention.",Medical,High,synthetic
MSG-2047,No food available for an infant near Anekal for two days now.,Food,High,synthetic
MSG-1573,Thank you to the volunteers who helped near Electronic City yesterday.,Other/Irrelevant,Medium,synthetic
MSG-1914,"Someone collapsed near Hebbal, breathing heavily, please send an ambulance.",Medical,Medium,synthetic
MSG-2085,"Power lines down near Yelahanka, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-1380,"Trapped in a car due to flooding near Electronic City, water rising.",Flood/Rescue,Critical,synthetic
MSG-1688,Thank you to the volunteers who helped near Sector 12 yesterday.,Other/Irrelevant,Low,synthetic
MSG-1405,"Someone collapsed near Electronic City, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1310,Water levels low at the community tank near Electronic City.,Water,Low,synthetic
MSG-1391,"Sharing updates from local news about the old bus stand area, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1635,"Sharing updates from local news about Yelahanka, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1517,Road completely blocked near Whitefield due to fallen trees.,Infrastructure,High,synthetic
MSG-1260,"Building on fire at Anekal, multiple people including several families inside.",Fire,Medium,synthetic
MSG-1006,"Minor waterlogging near the government school, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1047,Requesting food packets for a shelter camp near Hebbal.,Food,Critical,synthetic
MSG-1830,"Trapped in a car due to flooding near Marathahalli, water rising.",Flood/Rescue,High,synthetic
MSG-1767,"Fire has broken out near the riverside colony, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1727,"Water supply cut off near Jayanagar since yesterday, need water tankers.",Water,Critical,synthetic
MSG-1613,Is the market near the government school open today?,Other/Irrelevant,Medium,synthetic
MSG-2038,Water levels low at the community tank near the riverside colony.,Water,Critical,synthetic
MSG-1687,"Many people including a disabled person are badly injured near Electronic City, need medical help urgently.",Medical,High,synthetic
MSG-1621,"Minor waterlogging near Anekal, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1363,Road completely blocked near the government school due to fallen trees.,Infrastructure,Low,synthetic
MSG-1931,"Elderly person with chest pain at Mysore Road, needs urgent medical attention.",Medical,Medium,synthetic
MSG-2104,"Someone collapsed near Mysore Road, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-2031,Our street is flooded and elderly people need rescue near Indiranagar.,Flood/Rescue,Medium,synthetic
MSG-1954,"Small electrical fire near Sector 12, under control but need fire dept.",Fire,Medium,synthetic
MSG-1341,No food available for pregnant women near the highway bridge area for two days now.,Food,Medium,synthetic
MSG-1054,"No clean drinking water near Hebbal, people falling sick.",Water,Medium,synthetic
MSG-1061,"Power lines down near Anekal, risk of electrocution.",Infrastructure,Low,synthetic
MSG-1571,Road completely blocked close to Yelahanka due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1098,"Someone collapsed near Koramangala, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1075,"Fire has broken out near the riverside colony, spreading fast, people trapped inside.",Fire,High,synthetic
MSG-1263,"Families displaced near Yelahanka, looking for temporary shelter.",Shelter,Low,synthetic
MSG-1612,Requesting food packets for a shelter camp near Electronic City.,Food,Medium,synthetic
MSG-2033,"Minor cuts and bruises from the incident close to the riverside colony, first aid would help.",Medical,Critical,synthetic
MSG-1434,"Building on fire at Whitefield, multiple people including pregnant women inside.",Fire,Critical,synthetic
MSG-1726,Water levels low at the community tank near Anekal.,Water,High,synthetic
MSG-1393,Our street is flooded and pregnant women need rescue near Anekal.,Flood/Rescue,Medium,synthetic
MSG-1731,Is the market close to the old bus stand area open today?,Other/Irrelevant,Low,synthetic
MSG-1218,"Flood water entering homes at Hebbal, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1704,Bridge near Anekal looks structurally unsafe after the storm.,Infrastructure,Critical,synthetic
MSG-1408,"Trapped in a car due to flooding near Koramangala, water rising.",Flood/Rescue,Critical,synthetic
MSG-1710,"Sharing updates from local news about the riverside colony, nothing urgent.",Other/Irrelevant,High,synthetic
MSG-1332,"Contaminated water near Sector 12, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1893,"Elderly person with chest pain at Anekal, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1137,"Roof collapsed partially near Electronic City, need shelter for the night.",Shelter,Low,synthetic
MSG-1481,"Small electrical fire near Indiranagar, under control but need fire dept.",Fire,Critical,synthetic
MSG-1011,"Trapped in a car due to flooding near Jayanagar, water rising.",Flood/Rescue,Medium,synthetic
MSG-1088,"Camp near Electronic City is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1470,"Power lines down near Electronic City, risk of electrocution.",Infrastructure,High,synthetic
MSG-1663,"Five people including pregnant women are badly injured close to Koramangala, need medical help urgently.",Medical,High,synthetic
MSG-1701,"Camp near Yelahanka is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1597,"Just checking in, everyone in my family near Electronic City is safe.",Other/Irrelevant,Medium,synthetic
MSG-1379,"Water supply cut off near Whitefield since yesterday, need water tankers.",Water,Low,synthetic
MSG-1255,Can someone confirm if schools near Sector 12 are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-2028,Road completely blocked near the government school due to fallen trees.,Infrastructure,High,synthetic
MSG-1462,"Contaminated water near the government school, urgent need for clean water and purification.",Water,High,synthetic
MSG-1633,"Minor cuts and bruises from the incident close to the old bus stand area, first aid would help.",Medical,High,synthetic
MSG-1242,"Flood water entering homes at Jayanagar, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1269,"Families near Koramangala running low on food supplies, need help soon.",Food,Medium,synthetic
MSG-1298,"Sharing updates from local news about Mysore Road, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-1030,"Just checking in, everyone in my family near Whitefield is safe.",Other/Irrelevant,Low,synthetic
MSG-1150,"Smell of smoke near Jayanagar, not sure of source yet.",Fire,High,synthetic
MSG-1812,"Sharing updates from local news about Jayanagar, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1419,"Flood water entering homes at Sector 12, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-2105,"Camp near Sector 12 is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-1429,Bridge near the highway bridge area looks structurally unsafe after the storm.,Infrastructure,Medium,synthetic
MSG-1194,"We have a pregnant woman in labor near Jayanagar, no doctor available.",Medical,Critical,synthetic
MSG-1694,Water levels low at the community tank near Mysore Road.,Water,Critical,synthetic
MSG-2167,"Fire has broken out near Mysore Road, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1290,"Flood water entering homes at Marathahalli, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1844,"Elderly person with chest pain at Indiranagar, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1221,"Three people including a disabled person are badly injured near Electronic City, need medical help urgently.",Medical,Medium,synthetic
MSG-1615,"Building on fire at Electronic City, multiple people including elderly people inside.",Fire,Critical,synthetic
MSG-1212,"Elderly person with chest pain at Sector 12, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1877,Our street is flooded and pregnant women need rescue near Hebbal.,Flood/Rescue,High,synthetic
MSG-1442,"Power lines down close to the riverside colony, risk of electrocution.",Infrastructure,High,synthetic
MSG-1134,Our street is flooded and senior citizens need rescue near Yelahanka.,Flood/Rescue,High,synthetic
MSG-1392,Thank you to the volunteers who helped near Koramangala yesterday.,Other/Irrelevant,Low,synthetic
MSG-1507,"Elderly person with chest pain at the riverside colony, needs urgent medical attention.",Medical,High,synthetic
MSG-1765,"Someone collapsed near Marathahalli, breathing heavily, please send an ambulance.",Medical,Critical,synthetic
MSG-1295,"We have a pregnant woman in labor near Mysore Road, no doctor available.",Medical,High,synthetic
MSG-1273,"Families displaced near Jayanagar, looking for temporary shelter.",Shelter,High,synthetic
MSG-1801,"Just checking in, everyone in my family near Yelahanka is safe.",Other/Irrelevant,Low,synthetic
MSG-2098,"Minor waterlogging near the riverside colony, roads slow but passable.",Flood/Rescue,Medium,synthetic
MSG-1883,"Just checking in, everyone in my family near Sector 12 is safe.",Other/Irrelevant,Low,synthetic
MSG-1969,"Just checking in, everyone in my family near the riverside colony is safe.",Other/Irrelevant,Low,synthetic
MSG-1196,"Someone collapsed near Anekal, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1417,"Families near Anekal running low on food supplies, need help soon.",Food,Critical,synthetic
MSG-2048,No food available for an infant close to Anekal for two days now.,Food,High,synthetic
MSG-1243,"Sharing updates from local news about Indiranagar, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-2013,Bridge near Marathahalli looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1930,"Elderly person with chest pain at Mysore Road, needs urgent medical attention.",Medical,Medium,synthetic
MSG-1892,"No clean drinking water near the highway bridge area, people falling sick.",Water,High,synthetic
MSG-1029,Requesting food packets for a shelter camp near the riverside colony.,Food,High,synthetic
MSG-1241,"Flood water entering homes at Jayanagar, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1349,"Families displaced near Hebbal, looking for temporary shelter.",Shelter,High,synthetic
MSG-2124,"We have a pregnant woman in labor near Sector 12, no doctor available.",Medical,Medium,synthetic
MSG-2044,Water levels low at the community tank near the old bus stand area.,Water,High,synthetic
MSG-1306,"Just checking in, everyone in my family near Anekal is safe.",Other/Irrelevant,Low,synthetic
MSG-1533,"Families near Marathahalli running low on food supplies, need help soon.",Food,Low,synthetic
MSG-1879,Can someone confirm if schools near Koramangala are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1822,"Water level rising fast near Whitefield, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-1102,No food available for senior citizens near Yelahanka for two days now.,Food,Low,synthetic
MSG-1346,Is the market near Koramangala open today?,Other/Irrelevant,Low,synthetic
MSG-1537,Water levels low at the community tank near Electronic City.,Water,Medium,synthetic
MSG-2055,"Homes damaged near Jayanagar, several families need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-1948,"Homes damaged near the riverside colony, several families need emergency shelter tonight.",Shelter,High,synthetic
MSG-1183,"Families displaced near the riverside colony, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1469,"Minor waterlogging close to Sector 12, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1048,Is the market near Marathahalli open today?,Other/Irrelevant,Low,synthetic
MSG-1043,"Fire has broken out near the government school, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1460,"Power lines down near the old bus stand area, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-1773,Water levels low at the community tank near Marathahalli.,Water,Medium,synthetic
MSG-1806,"No clean drinking water near Hebbal, people falling sick.",Water,Critical,synthetic
MSG-1373,"Roof collapsed partially near the highway bridge area, need shelter for the night.",Shelter,Critical,synthetic
MSG-1753,"Flood water entering homes at Hebbal, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1849,"No clean drinking water near Indiranagar, people falling sick.",Water,Medium,synthetic
MSG-1173,"Contaminated water close to the riverside colony, urgent need for clean water and purification.",Water,High,synthetic
MSG-1407,Road completely blocked near Sector 12 due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1578,"Camp near Jayanagar is over capacity, need additional shelter space.",Shelter,Critical,synthetic
MSG-1671,Bridge near the riverside colony looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1356,Our street is flooded and several families need rescue near Electronic City.,Flood/Rescue,High,synthetic
MSG-1534,"Families close to Marathahalli running low on food supplies, need help soon.",Food,Low,synthetic
MSG-1274,"Sharing updates from local news about the old bus stand area, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-1980,Road completely blocked near the riverside colony due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1925,"Sharing updates from local news about the old bus stand area, nothing urgent.",Other/Irrelevant,High,synthetic
MSG-1655,"Contaminated water near the government school, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1841,Thank you to the volunteers who helped near Jayanagar yesterday.,Other/Irrelevant,Low,synthetic
MSG-1267,"Water supply cut off near Koramangala since yesterday, need water tankers.",Water,High,synthetic
MSG-2058,"Someone collapsed near the government school, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1512,"Ran out of baby food near Marathahalli, urgent for infants.",Food,Low,synthetic
MSG-1324,"No clean drinking water near Yelahanka, people falling sick.",Water,Low,synthetic
MSG-1227,Bridge near Indiranagar looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1169,"No clean drinking water close to the riverside colony, people falling sick.",Water,High,synthetic
MSG-2171,"Sharing updates from local news about Anekal, nothing urgent.",Other/Irrelevant,High,synthetic
MSG-1626,"We have a pregnant woman in labor near Koramangala, no doctor available.",Medical,High,synthetic
MSG-1410,"Homes damaged near the old bus stand area, a disabled person need emergency shelter tonight.",Shelter,Low,synthetic
MSG-1821,"Contaminated water near Jayanagar, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1007,"Minor cuts and bruises from the incident near the highway bridge area, first aid would help.",Medical,Critical,synthetic
MSG-1279,Road completely blocked near Sector 12 due to fallen trees.,Infrastructure,High,synthetic
MSG-1909,Thank you to the volunteers who helped near the old bus stand area yesterday.,Other/Irrelevant,High,synthetic
MSG-1377,Thank you to the volunteers who helped near the government school yesterday.,Other/Irrelevant,Low,synthetic
MSG-1107,No food available for pregnant women near Electronic City for two days now.,Food,Medium,synthetic
MSG-2194,"Families displaced near Yelahanka, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1929,No food available for young children close to Koramangala for two days now.,Food,Medium,synthetic
MSG-1670,"Power lines down near the old bus stand area, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-1862,"Homes damaged near Yelahanka, senior citizens need emergency shelter tonight.",Shelter,Low,synthetic
MSG-1721,"Ran out of baby food near Mysore Road, urgent for infants.",Food,Critical,synthetic
MSG-1136,Water levels low at the community tank near Indiranagar.,Water,Critical,synthetic
MSG-2037,"Just checking in, everyone in my family near the highway bridge area is safe.",Other/Irrelevant,Low,synthetic
MSG-1535,Requesting food packets for a shelter camp near the highway bridge area.,Food,Medium,synthetic
MSG-2101,Our street is flooded and a disabled person need rescue near Whitefield.,Flood/Rescue,High,synthetic
MSG-1206,"Smell of smoke near the government school, not sure of source yet.",Fire,Critical,synthetic
MSG-1866,"Trapped in a car due to flooding near Koramangala, water rising.",Flood/Rescue,Medium,synthetic
MSG-1682,"Fire has broken out near Electronic City, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1846,"Contaminated water near Mysore Road, urgent need for clean water and purification.",Water,Critical,synthetic
MSG-1965,"Just checking in, everyone in my family close to Marathahalli is safe.",Other/Irrelevant,Low,synthetic
MSG-2007,"Building on fire at Marathahalli, multiple people including young children inside.",Fire,Critical,synthetic
MSG-1165,"We have a pregnant woman in labor near Hebbal, no doctor available.",Medical,Critical,synthetic
MSG-1562,"Smell of smoke near Mysore Road, not sure of source yet.",Fire,High,synthetic
MSG-1070,Requesting food packets for a shelter camp near the riverside colony.,Food,Low,synthetic
MSG-1833,No food available for an infant near Hebbal for two days now.,Food,High,synthetic
MSG-1650,"Someone collapsed near the highway bridge area, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1899,"Power lines down close to the highway bridge area, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-1329,"Camp near Mysore Road is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1431,"Elderly person with chest pain at the riverside colony, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1610,Road completely blocked near Sector 12 due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1483,Thank you to the volunteers who helped near Anekal yesterday.,Other/Irrelevant,Low,synthetic
MSG-2155,"Homes damaged near the government school, young children need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1617,"Minor waterlogging near the riverside colony, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1524,"Families displaced near Electronic City, looking for temporary shelter.",Shelter,Low,synthetic
MSG-1805,"Sharing updates from local news about the government school, nothing urgent.",Other/Irrelevant,High,synthetic
MSG-1017,"Mobile network down near Anekal, people unable to call for help.",Infrastructure,High,synthetic
MSG-1796,"Camp close to Jayanagar is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1907,Bridge near Electronic City looks structurally unsafe after the storm.,Infrastructure,Medium,synthetic
MSG-1485,"Water level rising fast near Indiranagar, families stuck on rooftops.",Flood/Rescue,Medium,synthetic
MSG-2096,"Families near the highway bridge area running low on food supplies, need help soon.",Food,High,synthetic
MSG-1250,"Minor waterlogging near Koramangala, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-2126,"Water level rising fast near Sector 12, families stuck on rooftops.",Flood/Rescue,Low,synthetic
MSG-1634,"Many people including senior citizens are badly injured near Koramangala, need medical help urgently.",Medical,Critical,synthetic
MSG-1788,Is the market near Koramangala open today?,Other/Irrelevant,Low,synthetic
MSG-1519,Requesting food packets for a shelter camp near Mysore Road.,Food,Low,synthetic
MSG-1491,Our street is flooded and elderly people need rescue close to Koramangala.,Flood/Rescue,Critical,synthetic
MSG-1112,"Ran out of baby food close to Marathahalli, urgent for infants.",Food,High,synthetic
MSG-1072,"Water supply cut off near the riverside colony since yesterday, need water tankers.",Water,Low,synthetic
MSG-1044,"Ran out of baby food near Electronic City, urgent for infants.",Food,Medium,synthetic
MSG-1632,"Minor cuts and bruises from the incident near the old bus stand area, first aid would help.",Medical,High,synthetic
MSG-1754,"Flood water entering homes at Hebbal, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1974,"Minor waterlogging near Whitefield, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1744,"We have a pregnant woman in labor near Marathahalli, no doctor available.",Medical,High,synthetic
MSG-1297,"Mobile network down near Anekal, people unable to call for help.",Infrastructure,Low,synthetic
MSG-2179,"Sharing updates from local news about Anekal, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1505,"Water level rising fast near Koramangala, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1973,Thank you to the volunteers who helped near Mysore Road yesterday.,Other/Irrelevant,Low,synthetic
MSG-1868,"Water level rising fast near the government school, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-2118,Is the market near Sector 12 open today?,Other/Irrelevant,Low,synthetic
MSG-1649,"Sharing updates from local news about Anekal, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-1232,"Water level rising fast near Marathahalli, families stuck on rooftops.",Flood/Rescue,Medium,synthetic
MSG-1768,Water levels low at the community tank near Hebbal.,Water,High,synthetic
MSG-2093,"Homes damaged close to Mysore Road, pregnant women need emergency shelter tonight.",Shelter,High,synthetic
MSG-2005,"Contaminated water near Yelahanka, urgent need for clean water and purification.",Water,High,synthetic
MSG-1115,"Camp near Yelahanka is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-1521,"Water level rising fast near Marathahalli, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-1837,"Trapped in a car due to flooding near the riverside colony, water rising.",Flood/Rescue,Critical,synthetic
MSG-1901,"Water level rising fast close to the highway bridge area, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1563,Can someone confirm if schools near the riverside colony are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1439,"Homes damaged near Anekal, senior citizens need emergency shelter tonight.",Shelter,Low,synthetic
MSG-1359,Is the market near Hebbal open today?,Other/Irrelevant,Medium,synthetic
MSG-1219,"Water supply cut off near Mysore Road since yesterday, need water tankers.",Water,High,synthetic
MSG-1296,"Fire has broken out near Hebbal, spreading fast, people trapped inside.",Fire,Low,synthetic
MSG-1447,Can someone confirm if schools near the riverside colony are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1867,Our street is flooded and a disabled person need rescue near the highway bridge area.,Flood/Rescue,Medium,synthetic
MSG-2163,Water levels low at the community tank near Hebbal.,Water,High,synthetic
MSG-1799,"Contaminated water near Whitefield, urgent need for clean water and purification.",Water,High,synthetic
MSG-1675,"Camp near the highway bridge area is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1642,Our street is flooded and an infant need rescue near Electronic City.,Flood/Rescue,High,synthetic
MSG-1251,Requesting food packets for a shelter camp near Electronic City.,Food,Low,synthetic
MSG-1488,"Trapped in a car due to flooding near the highway bridge area, water rising.",Flood/Rescue,Critical,synthetic
MSG-2166,"Smell of smoke near Indiranagar, not sure of source yet.",Fire,Low,synthetic
MSG-2017,Requesting food packets for a shelter camp near Anekal.,Food,High,synthetic
MSG-1516,"Building on fire at the highway bridge area, multiple people including elderly people inside.",Fire,Critical,synthetic
MSG-2076,"We have a pregnant woman in labor near the government school, no doctor available.",Medical,High,synthetic
MSG-2069,"Just checking in, everyone in my family near Koramangala is safe.",Other/Irrelevant,Low,synthetic
MSG-1248,"Power lines down near Whitefield, risk of electrocution.",Infrastructure,High,synthetic
MSG-2025,"Minor waterlogging near Hebbal, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1230,"Trapped in a car due to flooding near the highway bridge area, water rising.",Flood/Rescue,Medium,synthetic
MSG-2200,"Ran out of baby food near Yelahanka, urgent for infants.",Food,Medium,synthetic
MSG-1288,"Trapped in a car due to flooding near Mysore Road, water rising.",Flood/Rescue,High,synthetic
MSG-1813,"Smell of smoke near the riverside colony, not sure of source yet.",Fire,Medium,synthetic
MSG-1185,"Just checking in, everyone in my family near the highway bridge area is safe.",Other/Irrelevant,Low,synthetic
MSG-1745,Thank you to the volunteers who helped near Hebbal yesterday.,Other/Irrelevant,Low,synthetic
MSG-1834,"No clean drinking water near Electronic City, people falling sick.",Water,Critical,synthetic
MSG-1131,Requesting food packets for a shelter camp close to Sector 12.,Food,Low,synthetic
MSG-1611,"Contaminated water near Hebbal, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1643,Water levels low at the community tank near the government school.,Water,Critical,synthetic
MSG-1172,"Contaminated water near the riverside colony, urgent need for clean water and purification.",Water,High,synthetic
MSG-1114,Can someone confirm if schools near Hebbal are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1041,Thank you to the volunteers who helped near Electronic City yesterday.,Other/Irrelevant,Low,synthetic
MSG-1996,Water levels low at the community tank near Jayanagar.,Water,Low,synthetic
MSG-1087,"Ran out of baby food near Sector 12, urgent for infants.",Food,High,synthetic
MSG-1361,No food available for pregnant women near Mysore Road for two days now.,Food,Medium,synthetic
MSG-2128,"Water level rising fast near Marathahalli, families stuck on rooftops.",Flood/Rescue,Low,synthetic
MSG-1569,"Smell of smoke near Whitefield, not sure of source yet.",Fire,Critical,synthetic
MSG-1530,"Fire has broken out near Koramangala, spreading fast, people trapped inside.",Fire,Medium,synthetic
MSG-1060,"Homes damaged near the riverside colony, young children need emergency shelter tonight.",Shelter,High,synthetic
MSG-1280,"No clean drinking water near Whitefield, people falling sick.",Water,High,synthetic
MSG-1559,"Camp near Electronic City is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-1327,No food available for a disabled person near Hebbal for two days now.,Food,High,synthetic
MSG-1414,Is the market near Anekal open today?,Other/Irrelevant,Medium,synthetic
MSG-1076,Requesting food packets for a shelter camp near Electronic City.,Food,Critical,synthetic
MSG-1865,No food available for a disabled person near the old bus stand area for two days now.,Food,High,synthetic
MSG-1894,"Fire has broken out near Jayanagar, spreading fast, people trapped inside.",Fire,Low,synthetic
MSG-2147,"Minor cuts and bruises from the incident near Sector 12, first aid would help.",Medical,Critical,synthetic
MSG-1995,Is the market near Marathahalli open today?,Other/Irrelevant,Low,synthetic
MSG-1951,"Homes damaged near Whitefield, pregnant women need emergency shelter tonight.",Shelter,High,synthetic
MSG-1636,"We have a pregnant woman in labor near Whitefield, no doctor available.",Medical,High,synthetic
MSG-1503,"Minor waterlogging near Mysore Road, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1057,Bridge near the highway bridge area looks structurally unsafe after the storm.,Infrastructure,Medium,synthetic
MSG-1394,"Fire has broken out near Marathahalli, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1308,"Camp near Mysore Road is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-1233,Can someone confirm if schools near Indiranagar are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1489,Road completely blocked near Anekal due to fallen trees.,Infrastructure,Medium,synthetic
MSG-1832,"Flood water entering homes at Yelahanka, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1484,Road completely blocked near the old bus stand area due to fallen trees.,Infrastructure,Critical,synthetic
